Location Names,GUIJA,FINCA LOS ANDES,CANDELARIA DE LA FRONTERA,PLANES DE MONTECRISTO,SANTA ANA-UNICAES,CONCEPCION QUEZALTEPEQUE,LAS PILAS,NUEVA CONCEPCION,LA PALMA,PROCAFE,SAN ANDRES
Location Ids,A15,A18,A27,A31,A37,G12,G13,G3,G4,L48,L4
Time,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion,Precipitacion
2000-07-18 07:00:00,8.8,9.8,6.1,55.1,6.2,-999,30.4,13.3,0,-999,6.3
2000-07-19 07:00:00,0,3.2,0,2.2,0.9,-999,0,0,0,-999,1.1
2000-07-20 07:00:00,0,5.2,0,0.1,4,-999,0,0.4,0,-999,15.3
2000-07-21 07:00:00,0.5,18.3,0.3,0.2,2,-999,0,5.6,0,-999,20.1
2000-07-22 07:00:00,0.6,12.3,47.9,4.4,9.9,-999,8.5,1.1,4.1,-999,4.8
2000-07-23 07:00:00,16.9,6.9,12,0,7.6,-999,0,5.3,0.2,-999,4.3
2000-07-24 07:00:00,21.5,15.5,1.5,24.3,6.6,-999,0,1.2,16.5,-999,19.6
2000-07-25 07:00:00,0,0,0,0,0,-999,0,0,0,-999,0
2000-07-26 07:00:00,0,0,0,0,0,-999,0,0,0,-999,0
2000-07-27 07:00:00,0,0,0,0,0,-999,0,0,0,-999,0
2000-07-28 07:00:00,4.5,0,5.3,5.5,0,-999,8.9,0,0.4,-999,6.8
2000-07-29 07:00:00,3.8,38.1,45.8,22,16.4,-999,0,37.7,8.2,-999,38.9
2000-07-30 07:00:00,5.5,8.3,3.6,42.3,5,-999,0,4.9,26.1,-999,7
2000-07-31 07:00:00,16.1,0.2,4.6,0.2,0,-999,3.4,0,5.1,-999,0
2000-08-01 07:00:00,3.1,65.6,13.9,0,26,-999,10.5,20.8,4.6,-999,25.2
2000-08-02 07:00:00,19.7,8.6,4.4,31.3,10,-999,17,32.7,23.4,-999,0.5
2000-08-03 07:00:00,0,0,0,0,0,-999,0,0,0.3,-999,0
2000-08-04 07:00:00,8.2,81.2,4.7,13.2,35.8,-999,1.5,0,9.8,-999,13.2
2000-08-05 07:00:00,0,0,0,0,0,-999,0,26,0.3,-999,0.9
2000-08-06 07:00:00,0,1.5,0,0,0.2,-999,0,0.6,0.9,-999,13.5
2000-08-07 07:00:00,14.8,44.4,29.5,13.4,26.8,-999,0,21.2,36.3,-999,14.3
2000-08-08 07:00:00,70.7,24.8,59.8,30.7,7,-999,64.5,62.6,40.9,-999,2
2000-08-09 07:00:00,37.2,19.5,13.6,23.7,73.1,-999,5.4,11.5,22.1,-999,7.1
2000-08-10 07:00:00,2.2,1.1,1.4,0,0.3,-999,9,0.2,0.9,-999,9.3
2000-08-11 07:00:00,28.8,23.6,33.5,7.7,4.8,-999,2.5,19.8,3.5,-999,2
2000-08-12 07:00:00,15.7,12.8,9.4,15.5,12.6,-999,0,1.6,7.8,-999,22
2000-08-13 07:00:00,0,0,0.9,0,3.3,-999,0,32.4,1.9,-999,1.2
2000-08-14 07:00:00,0.6,0,0.5,23.9,0,-999,3,0,20.1,-999,2.5
2000-08-15 07:00:00,27.5,36,11.5,10.7,24.4,-999,12.5,20.6,47,-999,10.7
2000-08-16 07:00:00,0,0,0,0,0,-999,0,0,0,-999,0
2000-08-17 07:00:00,0,0,0,0,0,-999,0,0,0,-999,0
2000-08-18 07:00:00,0,0,0,0,0,-999,0,0,0,-999,0
2000-08-19 07:00:00,0.8,14.6,6.4,0,9.8,-999,0,13.4,0,-999,4.3
2000-08-20 07:00:00,7.5,27.3,6,3.9,17.2,-999,0,8.2,21.9,-999,7.2
2000-08-21 07:00:00,0,0,0,0,0,-999,8,0,2.3,-999,0
2000-08-22 07:00:00,0,0,0,0,0,-999,0,0,0,-999,0
2000-08-23 07:00:00,0,2,0,0,0,-999,0,0,0,-999,0
2000-08-24 07:00:00,0,0,0,0,0,-999,2.2,0,0,-999,0
2000-08-25 07:00:00,0,0,0,0,0,-999,0,0,0,-999,0
2000-08-26 07:00:00,0,0,0,0.4,0,-999,0.2,0,0,-999,0
2000-08-27 07:00:00,0.5,76.9,8.6,0,14.7,-999,0,5,3.8,-999,20.8
2000-08-28 07:00:00,6.4,1.8,2.3,40.4,2.3,-999,17,7,54.2,-999,5
2000-08-29 07:00:00,0.7,0,0.3,8.8,1.7,-999,25,3.7,16.2,-999,0
2000-08-30 07:00:00,26,44.3,28.6,70,13.8,-999,0,13.9,14.2,-999,26
2000-08-31 07:00:00,2,12.3,3.7,2.9,5.2,-999,5,7.9,13.8,-999,6.1
2000-09-01 07:00:00,8,3,0,24.2,1.9,-999,23,7.2,43.2,-999,3.4
2000-09-02 07:00:00,0.5,4,2.8,3.4,6,-999,10,0,0.1,-999,1.4
2000-09-03 07:00:00,10.4,0,0,0.9,0,-999,0,0.1,15.7,-999,10
2000-09-04 07:00:00,13.5,39.3,5.4,10,1.3,-999,18.5,1.4,21.8,-999,0
2000-09-05 07:00:00,0,34.6,0.5,1.2,23.1,-999,0,6.7,0.5,-999,63.2
2000-09-06 07:00:00,18.5,14.3,61.1,41.1,81,-999,19.5,26.9,28.8,-999,43.6
2000-09-07 07:00:00,1.2,10.1,1.6,9.5,55.4,-999,9.5,0.7,24.2,-999,11.5
2000-09-08 07:00:00,0,4.7,0.2,24.2,7.7,-999,2.5,0,9.6,-999,1.6
